action_id,requirement_family,control_ref,scope_eir,workstream,source_ref,source_type,source_page,source_confidence,finding_summary,task,deliverable,evidence_required,priority,phase,status,human_owner,human_approver,deadline_basis,target_offset_days,target_date,cost_band,spend_timing,purchase_trigger,ai_eligibility,ai_role,human_gate,dependencies,external_submission,notes
A-082,6,6.26,Vezetéstámogató;Irodai;Termelés,Konfigurációkezelés,SRC-008,audit_gap,152–153;241–242;331–332,machine_unvalidated,"A(z) 6.26 Legszűkebb funkcionalitás követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kis mértékű. Findingok: F-0118;F-0200;F-0282.","6.26 – Legszűkebb funkcionalitás: 1) A szervezetnek úgy kell konfigurálnia az EIR-t, hogy az csak az ügy- és üzletmenet szempontjából létfontosságú szolgáltatásokat nyújtsa. 2) A szervezet határozza meg a tiltott vagy korlátozott funkciókat, portokat, protokollokat, szoftvereket és szolgáltatásokat. 3) A szervezetnek dokumentálnia kell az EIR konfigurációját és ebben szerepeltetnie kell a tiltott vagy korlátozott funkciókat, portokat, protokollokat, szoftvereket és szolgáltatásokat. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","6.26 – Legszűkebb funkcionalitás végrehajtási csomag: jóváhagyott EIR-scope, 5 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott baseline, read-only konfigurációexport, változásjegy, teszt és rollback- vagy kivételrekord, kontrollgazdai és G1 reviewer sign-off. Továbbá: 5 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P1,M2_31_90D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM konfigurációkezelési kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-04-30. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-083,6,6.47,Vezetéstámogató;Irodai;Termelés,Konfigurációkezelés,SRC-008,audit_gap,154–155;243–244;333–334,machine_unvalidated,"A(z) 6.47 A szoftverhasználat korlátozásai követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0120;F-0202;F-0284.","6.47 – A szoftverhasználat korlátozásai: 1) A szervezetnek biztosítania kell, hogy csak olyan szoftvereket és kapcsolódó dokumentációkat használjon, amelyek megfelelnek a szerződéses elvárásoknak és a szerzői jogi vagy más jogszabályi előírásoknak. 2) A szervezetnek nyomon kell követnie a mennyiségi licenc alá eső szoftverek és a kapcsolódó dokumentációk használatát. 3) A szervezetnek rendszeresen felül kell vizsgálnia ezeket a folyamatokat, hogy biztosítsa, hogy továbbra is megfelelnek a követelményeknek. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","6.47 – A szoftverhasználat korlátozásai végrehajtási csomag: jóváhagyott EIR-scope, 4 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott baseline, read-only konfigurációexport, változásjegy, teszt és rollback- vagy kivételrekord, kontrollgazdai és G1 reviewer sign-off. Továbbá: 4 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM konfigurációkezelési kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-084,6,6.49,Vezetéstámogató;Irodai;Termelés,Konfigurációkezelés,SRC-008,audit_gap,155–156;244–245;334–335,machine_unvalidated,"A(z) 6.49 Felhasználó által telepített szoftver követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kis mértékű. Findingok: F-0121;F-0203;F-0285.","6.49 – Felhasználó által telepített szoftver: 1) A szervezetnek meg kell határoznia a szoftvertelepítéssel kapcsolatos szervezetre érvényes követelményeket, melyeknek tartalmaznia kell a felhasználók lehetőségeit a szoftvertelepítéssel kapcsolatban, valamint a szoftvertelepítéssel kapcsolatos engedélyezett és tiltott tevékenységeket. 2) A szervezetnek figyelembe kell vennie a szoftvertelepítéssel kapcsolatos szervezetre érvényes követelmények kidolgozásakor, hogy a felhasználók privilegizált jogosultság nélkül is képesek lehetnek telepíteni hordozható (portable) programokat. 3) A szervezetnek meghatározott gyakorisággal ellenőriznie kell a szabályok betartását. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","6.49 – Felhasználó által telepített szoftver végrehajtási csomag: jóváhagyott EIR-scope, 4 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott baseline, read-only konfigurációexport, változásjegy, teszt és rollback- vagy kivételrekord, kontrollgazdai és G1 reviewer sign-off. Továbbá: 4 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P1,M2_31_90D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM konfigurációkezelési kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-04-30. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-085,7,7.1,Vezetéstámogató;Irodai;Termelés,Üzletmenet-folytonosság és helyreállítás,SRC-008,audit_gap,156–158;245–247;335–337,machine_unvalidated,"A(z) 7.1 Szabályzat és eljárásrendek követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kis mértékű. Findingok: F-0122;F-0204;F-0286.","7.1 – Szabályzat és eljárásrendek: 1) A szervezetnek ki kell dolgoznia és dokumentálnia kell egy üzletmenet-folytonossági szabályzatot, amely tartalmazza a szervezeti-, folyamat és rendszerszintű követelményeket. 2) A szabályzatnak összhangban kell lennie a szervezetre vonatkozó, hatályos jogszabályokkal, irányelvekkel, szabályozásokkal, szabványokkal és ajánlásokkal. 3) A szervezetnek felül kell vizsgálnia és frissítenie kell az aktuális üzletmenet-folytonossági szabályzatot és az üzletmenet-folytonossági eljárásokat és eljárásrendet a szervezet által meghatározott gyakorisággal és a szervezet által meghatározott események bekövetkezését követően. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","7.1 – Szabályzat és eljárásrendek végrehajtási csomag: jóváhagyott EIR-scope, 5 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott folytonossági eljárás, képzési vagy gyakorlatjegyzőkönyv, eredmény és javítási napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 5 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P1,M2_31_90D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: Kóczán Mónika – folytonossági kontrollgazda-jelölt. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-04-30. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-086,7,7.10,Vezetéstámogató;Irodai;Termelés,Üzletmenet-folytonosság és helyreállítás,SRC-008,audit_gap,161–163;251–252;340–342,machine_unvalidated,"A(z) 7.10 A folyamatos működésre felkészítő képzés követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0124;F-0206;F-0288.","7.10 – A folyamatos működésre felkészítő képzés: 1) A szervezetnek folyamatos működésre felkészítő képzést kell biztosítania az EIR felhasználói számára, amely képzés a felhasználók szerepkörének vagy felelősségi körének megfelelő. 2) A képzést a szerepkörbe vagy felelősségbe kerülésüket követő meghatározott időn belül kell elvégezni. 3) A szervezetnek meghatározott gyakorisággal vagy meghatározott eseményeket követően felül kell vizsgálnia és frissítenie a folyamatos működésre felkészítő képzés tartalmát. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","7.10 – A folyamatos működésre felkészítő képzés végrehajtási csomag: jóváhagyott EIR-scope, 5 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott folytonossági eljárás, képzési vagy gyakorlatjegyzőkönyv, eredmény és javítási napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 5 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: Kóczán Mónika – folytonossági kontrollgazda-jelölt. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-087,8,8.7,Vezetéstámogató;Irodai;Termelés,Azonosítás és hitelesítés,SRC-008,audit_gap,168;257–258;347,machine_unvalidated,"A(z) 8.7 Azonosítás és hitelesítés (felhasználók) – Hozzáférés a fiókokhoz – követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0130;F-0212;F-0294.","8.7 – Azonosítás és hitelesítés (felhasználók) – Hozzáférés a fiókokhoz – Visszajátszás elleni védelem: 1) A szervezetnek meg kell határoznia, hogy mely fiókokat tekinti privilegizáltnak és melyeket nem. 2) A szervezetnek implementálnia kell a visszajátszás elleni védelmet biztosító hitelesítési mechanizmusokat. 3) A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell a hitelesítési mechanizmusokat, hogy biztosítsa, hogy azok naprakészek és hatékonyak maradnak a visszajátszás elleni védekezésben. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","8.7 – Azonosítás és hitelesítés (felhasználók) – Hozzáférés a fiókokhoz – Visszajátszás elleni védelem végrehajtási csomag: jóváhagyott EIR-scope, 6 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott IAM-szabály, read-only beállításexport, hitelesítési teszt, kivétel- és felülvizsgálati napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 6 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM IAM-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-088,8,8.14,Vezetéstámogató;Irodai;Termelés,Azonosítás és hitelesítés,SRC-008,audit_gap,168–169;258;347–348,machine_unvalidated,"A(z) 8.14 Azonosító kezelés követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0131;F-0213;F-0295.","8.14 – Azonosító kezelés: 1) A szervezetnek meg kell határoznia azokat a személyeket vagy szerepköröket, akik jogosultak az egyéni, csoport, szerepkör vagy eszköz azonosítók kiosztására. 2) A szervezetnek ki kell választania egy azonosítót, amely azonosítja az egyént, csoportot, szerepkört, szolgáltatást vagy eszközt. 3) A szervezetnek dokumentálnia kell az azonosítók kiosztását és használatát, hogy nyomon követhető legyen az azonosítók használata és a hozzájuk rendelt személyek, csoportok, szerepkörök, szolgáltatások és eszközök. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","8.14 – Azonosító kezelés végrehajtási csomag: jóváhagyott EIR-scope, 5 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott IAM-szabály, read-only beállításexport, hitelesítési teszt, kivétel- és felülvizsgálati napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 5 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM IAM-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-089,8,8.21,Vezetéstámogató;Irodai;Termelés,Azonosítás és hitelesítés,SRC-008,audit_gap,169–171;258–260;348–350,machine_unvalidated,"A(z) 8.21 A hitelesítésre szolgáló eszközök kezelése követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0132;F-0214;F-0296.","8.21 – A hitelesítésre szolgáló eszközök kezelése: 1) A szervezet számba veszi és dokumentálja azon rendszereket, melyek elérése hitelesítő eszközhöz kötött. 2) A szervezet számba veszi és dokumentálja azon egyének, csoportok, szerepkörök, szolgáltatások vagy eszközök identitását, akik hitelesítő eszközöket kaphatnak. 3) A szervezet létrehozza a hitelesítő eszközök kezelésének szabályzatát. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","8.21 – A hitelesítésre szolgáló eszközök kezelése végrehajtási csomag: jóváhagyott EIR-scope, 4 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott IAM-szabály, read-only beállításexport, hitelesítési teszt, kivétel- és felülvizsgálati napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 4 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM IAM-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-090,8,8.22,Vezetéstámogató;Irodai;Termelés,Azonosítás és hitelesítés,SRC-008,audit_gap,171–172;260–261;350–351,machine_unvalidated,"A(z) 8.22 A hitelesítésre szolgáló eszközök kezelése – Jelszó alapú hitelesítés követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0133;F-0215;F-0297.","8.22 – A hitelesítésre szolgáló eszközök kezelése – Jelszó alapú hitelesítés: 1) A szervezet fenntartja a gyakran használt, könnyen kitalálható vagy kompromittált jelszavak listáját, és ezt a listát a szervezet által meghatározott gyakorisággal frissíti. 2) Ellenőrzi, hogy a felhasználók által létrehozott vagy módosított jelszavak szerepelnek-e a gyakran használt, könnyen kitalálható vagy kompromittált jelszavak listáján. 3) Dokumentálja és rendszeres időközönként felülvizsgálja a jelszókezelési folyamatokat, hogy biztosítsa a szabályok betartását és az esetleges szabálytalanságok azonnali észlelését. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","8.22 – A hitelesítésre szolgáló eszközök kezelése – Jelszó alapú hitelesítés végrehajtási csomag: jóváhagyott EIR-scope, 9 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott IAM-szabály, read-only beállításexport, hitelesítési teszt, kivétel- és felülvizsgálati napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 9 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM IAM-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-091,8,8.36,Vezetéstámogató;Irodai;Termelés,Azonosítás és hitelesítés,SRC-008,audit_gap,172;261–262;351,machine_unvalidated,"A(z) 8.36 Hitelesítési információk visszajelzésének elrejtése követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0134;F-0216;F-0298.","8.36 – Hitelesítési információk visszajelzésének elrejtése: 1) A szervezetnek először meg kell határoznia, hogy mely eszközök esetében jelentős a jogosulatlan személyek általi hitelesítési információ felfedezésének és kihasználásának veszélye. 2) A szervezetnek ki kell választania a megfelelő módszert a visszacsatolás elrejtésére. 3) A szervezetnek rendszeresen felül kell vizsgálnia és frissítenie kell a hitelesítési visszacsatolás elrejtésének módszerét, hogy biztosítsa a folyamatos védelmet a jogosulatlan hozzáférés ellen. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","8.36 – Hitelesítési információk visszajelzésének elrejtése végrehajtási csomag: jóváhagyott EIR-scope, 5 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott IAM-szabály, read-only beállításexport, hitelesítési teszt, kivétel- és felülvizsgálati napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 5 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM IAM-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-092,8,8.37,Vezetéstámogató;Irodai;Termelés,Azonosítás és hitelesítés,SRC-008,audit_gap,172–173;262;351–352,machine_unvalidated,"A(z) 8.37 Hitelesítés kriptográfiai modul esetén követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0135;F-0217;F-0299.","8.37 – Hitelesítés kriptográfiai modul esetén: 1) A szervezetnek meg kell határoznia, hogy milyen kriptográfiai modul hitelesítési mechanizmusokat kíván alkalmazni. 2) A szervezetnek implementálnia kell ezeket a mechanizmusokat az EIR-en belül. 3) A szervezetnek biztosítania kell, hogy a kriptográfiai modul hitelesítési mechanizmusai megfelelnek a hatályos törvényeknek, szabályzatoknak és szabványoknak. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","8.37 – Hitelesítés kriptográfiai modul esetén végrehajtási csomag: jóváhagyott EIR-scope, 6 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott IAM-szabály, read-only beállításexport, hitelesítési teszt, kivétel- és felülvizsgálati napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 6 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM IAM-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
A-093,8,8.38,Vezetéstámogató;Irodai;Termelés,Azonosítás és hitelesítés,SRC-008,audit_gap,173;262–263;352,machine_unvalidated,"A(z) 8.38 Azonosítás és hitelesítés (szervezeten kívüli felhasználók) követelménycsoportnál 3, közvetlen intézkedéshez eddig nem rendelt auditeltérés található; a legmagasabb értékelés kiemelt. Findingok: F-0136;F-0218;F-0300.","8.38 – Azonosítás és hitelesítés (szervezeten kívüli felhasználók): 1) A szervezetnek meg kell határoznia, kiket tekint nem szervezeti felhasználóknak. 2) A szervezetnek biztosítania kell, hogy a nem szervezeti felhasználók egyedileg azonosíthatók és hitelesíthetők legyenek az EIR-ben. 3) A szervezetnek naplóznia kell a nem szervezeti felhasználók tevékenységét és az ő nevükben futó folyamatokat az EIR-ben. Az alkalmazhatóságot és a végrehajtást érintett EIR-enként rögzítse; az eltérésekhez nevezzen meg felelőst, céldátumot és kompenzáló kontrollt.","8.38 – Azonosítás és hitelesítés (szervezeten kívüli felhasználók) végrehajtási csomag: jóváhagyott EIR-scope, 5 pontos státuszchecklist, kontrollbeállítás vagy eljárás, kivételjegyzék és próbaeredmény.","jóváhagyott IAM-szabály, read-only beállításexport, hitelesítési teszt, kivétel- és felülvizsgálati napló, kontrollgazdai és G1 reviewer sign-off. Továbbá: 5 pontos végrehajtási checklist; scope- és kontrollgazda-jóváhagyás; teszt- vagy működési mintarekord; kivétellista; védett URI, SHA-256 és reviewer-döntés.",P0,M1_0_30D,NEW,Pásztor András,Lángi Zoltán,management_schedule,,,B0,NOW_B0,,partial,remediation_planner,G1_DOMAIN_REVIEW;G2_SECURITY_LEGAL;G3_PRODUCTION_CHANGE,A-004;A-005,no,"Lefedettségpótló AI-javaslat – részletesítve 2026-08-19. Javasolt kontrollgazda: TBD – belső metALCOM IAM-kontrollgazda. Közreműködők: Kollár Csaba – technikai végrehajtó; Lángi Zoltán – IBF review. Javasolt G1 review: 2026-09-11; javasolt teljesítés: 2027-01-31. A dátumok, szerepek, EIR-hatókör és technikai lépések nem jóváhagyottak; a kanonikus target_date ezért üres marad. Részletes rekord: data/action_execution_details.csv. Az SRC-009 megvalósítási útmutatója javaslati forrás; G1 review előtt nem kötelező vagy igazolt megoldás."
