finding_id,section_ref,scope_eir,requirement_family,control_ref,control_title,rating,assessment_method,finding_summary,source_ref,source_page_start,source_page_end,source_confidence,human_validated,reviewer,reviewed_at,direct_action_ids,family_action_ids,mapping_status,notes
F-0093,7.2.11,Vezetéstámogató,2,2.124,Nyilvánosan elérhető tartalom,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A nyilvánosan elérhető tartalmak ellenőrzése és a közzétételi jogosultságok kezelése nem egységes vagy részben hiányos. Előfordulhat, hogy az információk közzététele előtt nem történik biztonsági áttekintés, ami a nem nyilvános adatok illetéktelen nyilvánosságra kerülését eredményezheti.",SRC-008,125,126,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0094,7.2.12,Vezetéstámogató,4,4.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A szervezet meghatározta és azonosította azokat a személyeket, akikkel a naplózási szabályzatot ismertetni kell. A naplózási és elszámoltathatósági szabályzatot nem ismertették a kijelölt személyekkel vagy szerepkörökkel . A felülvizsgálat gyakorisága me ghatározásra került, de bizonyos esetekben a frissítés elmarad az események után. Ezért a teljes megfelelés hiányos.",SRC-008,126,129,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0095,7.2.13,Vezetéstámogató,4,4.2,Naplózható események,Kis mértékű eltérés,"Dokumentum, Interjú",A rendszer naplóbejegyzéseit nem vizsgálják felül és nem elemzik a szervezet által meghatározott gyakorisággal. A naplóbejegyzések felülvizsgálatának eredményei nem kerülnek jelentésre a kijelölt személyeknek.,SRC-008,129,130,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0096,7.2.14,Vezetéstámogató,4,4.3,Naplóbejegyzések tartalma,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A naplóbejegyzések hiányosak, az események ideje, forrása vagy az érintett alanyok nem minden esetben azonosíthatók. A naplóadatok konzisztenciája és visszakereshetősége nem biztosított, ami jelentősen rontja a biztonsági események kivizsgálhatóságát.",SRC-008,130,131,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0097,7.2.15,Vezetéstámogató,4,4.5,Naplózás tárkapacitása,Kis mértékű eltérés,"Dokumentum, Teszt","A naplóbejegyzések követelményei nem vagy részlegesen dokumentáltak, nincs evidencia arra vonatkozóan, hogy a naplózáshoz szükséges tárkapacitás biztosított.",SRC-008,131,131,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0098,7.2.16,Vezetéstámogató,4,4.7,Naplózási hiba kezelése,Kis mértékű eltérés,"Dokumentum, Interjú","A naplózási hibák, kiesések nincsenek automatikus risztásba kötve, emiatt előfordulhat olyan eset, amikor nincs bizonyíték az incidens folyamatára.",SRC-008,131,132,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0099,7.2.17,Vezetéstámogató,4,4.13,"Naplóbejegyzések felülvizsgálata, elemzése és jelentéstétel",Kis mértékű eltérés,"Dokumentum, Interjú, Teszt",A rendszer naplóbejegyzéseit nem vizsgálják felül és nem elemzik a szervezet által meghatározott gyakorisággal. A hiteles információforrások alapján történő elemzés nem mindig valósul meg .,SRC-008,132,133,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0100,7.2.18,Vezetéstámogató,4,4.24,Időbélyegek,Megfelelt,"Dokumentum, Teszt","A szervezet biztosítja, hogy a naplóbejegyzések időbélyegei a belső, szinkronizált rendszerórák alapján készülnek, megfelelnek a pontossági követelményeknek, és tartalmazzák a koordinált világidőt (UTC) és a helyi időeltolódást. Az időszinkronizáció automatikus és dokumentált.",SRC-008,133,134,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0101,7.2.19,Vezetéstámogató,4,4.25,Naplóinformációk védelme,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A naplóbejegyzések védelme nem biztosított, sem szabályzati szinten, sem evidencia szinten.",SRC-008,134,134,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0102,7.2.20,Vezetéstámogató,4,4.38,A naplóbejegyzések megőrzése,Kis mértékű eltérés,Dokumentum,"A naplóbejegyzések megőrzésének időtartama gyakran nem felel meg a jogszabályi elvárásoknak, vagy a rendszer nem biztosít megfelelő tárhelyet. Az adatok elvesztésének kockázata fennáll a dokumentáltan rögzített követelmények mellett is.",SRC-008,134,135,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0103,7.2.21,Vezetéstámogató,4,4.40,Naplóbejegyzések létrehozása,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A naplózható eseménytípusokat az EIR-t érintő rendszerkomponensek generálják, de vannak hiányos esetek. Nincs garantálva, hogy minden szükséges esemény típusa bekerüljön a naplóbzásba.",SRC-008,135,135,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0104,7.2.22,Vezetéstámogató,5,5.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A biztonságértékelési szabályzatot kidolgozták, de nem lett kihirdetve megfelelően. A felülvizsgálat gyakorisága nincs rögzítve, ami kockázatot jelent a szabályok elavulása miatt.",SRC-008,135,138,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0105,7.2.23,Vezetéstámogató,5,5.2,Biztonsági értékelések,Elhanyagolható mértékű eltérés,"Dokumentum, Teszt","A biztonsági értékeléseket nem végzik el meghatározott gyakorisággal, így a rendszer védelmi képességei nem maradnak naprakészek. Nincs összefoglaló jelentés, ami nehezíti a menedzsment döntéseit ez kockázatot hordoz magában.",SRC-008,138,140,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0106,7.2.24,Vezetéstámogató,5,5.4,Biztonsági értékelések – Kiberbiztonsági audit,Kiemelt mértékű eltérés,Dokumentum,"A szervezet csak részben teljesíti az auditkötelezettséget, az auditor függetlensége nem igazolt, vagy az auditálási folyamat nem rendszeres. Az auditok eredményeinek felhasználása korlátozott, ami a biztonsági intézkedések folyamatos fejlesztését akadályozza.",SRC-008,140,140,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0107,7.2.25,Vezetéstámogató,5,5.7,Információcsere,Kiemelt mértékű eltérés,"Dokumentum, Interjú","Az információcsere részben szabályozott, de a megállapodások hiányosak, nem tartalmazzák a biztonsági és felelősségi elemeket, és a felülvizsgálat nem történik meg rendszeresen. Ez növeli a nem megfelelő adatkezelés és az információbiztonsági incidensek kockázatát.",SRC-008,140,141,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0108,7.2.26,Vezetéstámogató,5,5.10,Az intézkedési terv és mérföldkövei,Megfelelt,Dokumentum,"A szervezet kidolgozta és dokumentálta az intézkedési tervet, amely tartalmazza a korrekciós intézkedésekhez kapcsolódó mérföldköveket és határidőket. A terv rendszeresen frissül a biztonsági értékelések, auditok és felülvizsgálatok eredményei alapján, biz tosítva a gyengeségek és sérülékenységek időben történő kezelését.",SRC-008,141,142,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0109,7.2.27,Vezetéstámogató,5,5.12,Engedélyezés,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","A szervezetnél az engedélyezési folyamat részlegesen működik, az engedélyezésért felelős személyek kijelölése nem minden esetben dokumentált, a közös biztonsági követelmények elfogadása rendszertelen. Ez gyengíti az EIR használatbavételének kontrollját.",SRC-008,142,143,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0110,7.2.28,Vezetéstámogató,5,5.15,Folyamatos felügyelet,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A folyamatos felügyelet részben megvalósított, a metrikák, értékelési folyamatok és jelentések hiányosak vagy rendszertelenek. A védelmi intézkedések hatékonyságának nyomon követése nem biztosított, ami a biztonsági események időbeni észlelését akadályozza.",SRC-008,143,145,machine_unvalidated,no,,,A-018,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0111,7.2.29,Vezetéstámogató,5,5.18,Folyamatos felügyelet – Kockázatmonitorozás,Kiemelt mértékű eltérés,Dokumentum,"A kockázatmonitorozás részben megvalósított, a hatékonyság és megfelelés ellenőrzése nem rendszeres, a változások nyomon követése nem dokumentált. A hiányosságok akadályozzák a kockázati szintek pontos értékelését és az időben történő beavatkozást.",SRC-008,145,145,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0112,7.2.30,Vezetéstámogató,5,5.25,Belső rendszerkapcsolatok,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","A belső rendszerkapcsolatok részlegesen szabályozottak, a dokumentáció hiányos vagy elavult, és a kapcsolatmegszüntetésre vonatkozó folyamat nem egységes. Ez növeli a felesleges vagy ellenőrizetlen kapcsolatok fennmaradásának kockázatát.",SRC-008,145,146,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0113,7.2.31,Vezetéstámogató,6,6.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A konfigurációkezelési szabályzatot kidolgozták, de nem igazolható a megfelelő kihirdetés. Az életciklus irányításáért felelős személyt nem határozták meg.",SRC-008,146,149,machine_unvalidated,no,,,A-019,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0114,7.2.32,Vezetéstámogató,6,6.2,Alapkonfiguráció,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","Az alapkonfiguráció csak részben van kidolgozva vagy nem minden EIR -elemre kiterjedően alkalmazott. A frissítések rendszertelenek, és a változtatások dokumentálása hiányos, ami a rendszerek biztonsági állapotának visszakövethetőségét korlátozza.",SRC-008,149,150,machine_unvalidated,no,,,A-019,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0115,7.2.33,Vezetéstámogató,6,6.15,Biztonsági hatásvizsgálatok,Kiemelt mértékű eltérés,Dokumentum,"A biztonsági hatásvizsgálatok végzése rendszertelen, a változtatások hatásainak értékelése gyakran utólag történik, vagy a dokumentáció hiányos. Ez növeli annak kockázatát, hogy a változtatások negatív hatással vannak az EIR biztonsági állapotára.",SRC-008,150,150,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0116,7.2.34,Vezetéstámogató,6,6.18,A változtatásokra vonatkozó hozzáférés korlátozások,Kiemelt mértékű eltérés,Dokumentum,"A változtatásokhoz kapcsolódó hozzáférési korlátozások részben dokumentáltak, a hozzáférési jogosultságok nem mindig felelnek meg az elvárásoknak, és a felülvizsgálatok rendszertelenek. Ez növeli a jogosulatlan módosítások és hibás változtatások kockázatát.",SRC-008,150,151,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0117,7.2.35,Vezetéstámogató,6,6.23,Konfigurációs beállítások,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A konfigurációs beállítások nem minden rendszeren egységesek, az eltérések gyakran nincsenek megfelelően dokumentálva vagy jóváhagyva. A változtatások ellenőrzése nem rendszeres, ami a konfigurációs integritás és biztonság fenntartását veszélyezteti.",SRC-008,151,152,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0118,7.2.36,Vezetéstámogató,6,6.26,Legszűkebb funkcionalitás,Kis mértékű eltérés,"Dokumentum, Teszt","A rendszert nem úgy konfigurálják, hogy csak a szükséges szolgáltatások legyenek aktiválva, ami növeli a támadások súlyosságát. Nincs dokumentált lista a tiltandó funkciókról, így a biztonsági alapelvek nem teljesülnek megfelelően.",SRC-008,152,153,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0119,7.2.37,Vezetéstámogató,6,6.36,Rendszerelem leltár,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A rendszerleltár nem mindig pontosan tükrözi a tényleges elemeket, és a frissítési gyakorisága hiányos a gyakorlatban. Nincs definiálva a felelős szerepkör, ami akadályozza az elszámoltathatóságot.",SRC-008,153,154,machine_unvalidated,no,,,A-011,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0120,7.2.38,Vezetéstámogató,6,6.47,A szoftverhasználat korlátozásai,Kiemelt mértékű eltérés,Dokumentum,"A szoftverhasználat ellenőrzése és licenckezelése hiányos, a nyomon követés nem rendszeres, és az állománymegosztások felügyelete részleges. Ez jogsértő vagy biztonsági kockázatot jelentő szoftverhasználat lehetőségét teremti meg.",SRC-008,154,155,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0121,7.2.39,Vezetéstámogató,6,6.49,Felhasználó által telepített szoftver,Kis mértékű eltérés,"Dokumentum, Teszt","A felhasználók nem kapnakszabályozást a szoftvertelepítésre, és a rendszer nem ellenőrzi ezt megfelelő gyakorisággal. Nincs dokumentált eljárás a jogosulatlan programok feltárására a szervezeti környezetben.",SRC-008,155,156,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0122,7.2.40,Vezetéstámogató,7,7.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","A szabályzatot kidolgozták, de nem került megfelelően kihirdetésre a dokumentáció alapján. A felülvizsgálat gyakorisága csak részben valósul meg, ami növeli az elavult eljárások kockázatát.",SRC-008,156,158,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0123,7.2.41,Vezetéstámogató,7,7.2,Üzletmenet-folytonossági terv,Elhanyagolható mértékű eltérés,"Dokumentum, Interjú","A terv nem tartalmazza a kulcsszemélyek teljes körű azonosítását, így a helyreállítási célok határideje bizonytalan. Nincs megfelelően dokumentálva a tesztelési folyamat, ami növeli a terv érvényesülési kockázatát.",SRC-008,158,161,machine_unvalidated,no,,,A-017,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0124,7.2.42,Vezetéstámogató,7,7.10,A folyamatos működésre felkészítő képzés,Kiemelt mértékű eltérés,Dokumentum,"A képzések rendszertelenek, a tartalom nem naprakész, és a változásokhoz kapcsolódó oktatások gyakran elmaradnak. Ez csökkenti a személyzet reagálóképességét és a folyamatos működés biztosításának hatékonyságát.",SRC-008,161,163,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0125,7.2.43,Vezetéstámogató,7,7.35,Az elektronikus információs rendszer mentései,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A mentési folyamat részlegesen működik, a mentések nem minden adatkört érintenek, vagy a biztonsági tárolás hiányos. A bizalmasság és sértetlenség védelme nem mindig megfelelő, ami kockázatot jelent a helyreállíthatóságra nézve.",SRC-008,163,164,machine_unvalidated,no,,,A-017,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0126,7.2.44,Vezetéstámogató,7,7.43,Az elektronikus információs rendszer helyreállítása és újraindítása,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A helyreállítási folyamat részben szabályozott, az időcélok nem minden esetben teljesülnek, és a helyreállítási lépések gyakran manuálisak vagy hiányosak. Ez növeli a hosszabb szolgáltatáskiesés kockázatát egy incidens után.",SRC-008,164,164,machine_unvalidated,no,,,A-017,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0127,7.2.45,Vezetéstámogató,8,8.1,Szabályzat és eljárásrendek,Kis mértékű eltérés,"Dokumentum, Interjú","Az azonosítási szabályzatot kidolgozták, de annak kihirdetése nem bizonyított a dokumentáció alapján. A felülvizsgálat gyakorisága nincs rögzítve megfelelően, ami növeli a szabályok elavulása kockázatát.",SRC-008,164,167,machine_unvalidated,no,,,A-015,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0128,7.2.46,Vezetéstámogató,8,8.2,Azonosítás és hitelesítés,Kis mértékű eltérés,"Dokumentum, Interjú, Teszt","A felhasználó azonosítása megtörtént, de bizonyos esetekben a tevékenységek nem kapcsolódnak egyedi szerepkörökhöz megfelelően. Nincs biztosítva, hogy minden egyes felhasználónál megtörtént a személyazonosság tisztázása az EIR környezetben.",SRC-008,167,167,machine_unvalidated,no,,,A-015,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0129,7.2.47,Vezetéstámogató,8,8.3,Azonosítás és hitelesítés (felhasználók) – Privilegizált fiókok többtényezős,Kis mértékű eltérés,"Dokumentum, Teszt","A privalegizált fiókok nem kapják meg a multifaktor hitelesítést, ami növeli az engedély nélküli hozzáférés kockázatát. Nincs dokumentált bizonyíték arról, hogy a rendszergazdai fiókok megfelelően vannak védve.",SRC-008,167,168,machine_unvalidated,no,,,A-016,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0130,7.2.48,Vezetéstámogató,8,8.7,Azonosítás és hitelesítés (felhasználók) – Hozzáférés a fiókokhoz –,Kiemelt mértékű eltérés,Dokumentum,"A visszajátszás elleni védelem részlegesen van megvalósítva, a mechanizmusok nem egységesek, és bizonyos fiókok (pl. adminisztrátori vagy tesztfiókok) esetében hiányoznak. Ez növeli a hitelesítési adatok visszaélésszerű felhasználásának kockázatát.",SRC-008,168,168,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0131,7.2.49,Vezetéstámogató,8,8.14,Azonosító kezelés,Kiemelt mértékű eltérés,"Dokumentum, Interjú","Az azonosítók kiosztása és kezelése nem egységesen szabályozott, az engedélyezési folyamat hiányos, és az azonosítók újrafelhasználása előfordulhat. Ez csökkenti a felhasználói tevékenységek elszámoltathatóságát.",SRC-008,168,169,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0132,7.2.50,Vezetéstámogató,8,8.21,A hitelesítésre szolgáló eszközök kezelése,Kiemelt mértékű eltérés,"Dokumentum, Interjú, Teszt","A hitelesítő eszközök kezelése részleges, az eszközök erőssége nem mindig megfelelő, és a kompromittált eszközök kezelése nem dokumentált. Ez növeli az illetéktelen hozzáférés és az azonosítási lánc sérülésének kockázatát.",SRC-008,169,171,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0133,7.2.51,Vezetéstámogató,8,8.22,A hitelesítésre szolgáló eszközök kezelése – Jelszó alapú hitelesítés,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A jelszókezelés részben megvalósított, a jelszavak tárolása nem minden esetben felel meg a korszerű kriptográfiai követelményeknek, és a gyenge jelszavak kiszűrése nem automatizált. Ez növeli a jogosulatlan hozzáférés kockázatát.",SRC-008,171,172,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0134,7.2.52,Vezetéstámogató,8,8.36,Hitelesítési információk visszajelzésének elrejtése,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A fedett visszacsatolás csak részben valósul meg, több rendszer túl részletes visszajelzést ad (pl. külön jelzi, ha a felhasználónév vagy jelszó hibás), ami növeli a brute -force és információgyűjtési kísérletek kockázatát.",SRC-008,172,172,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0135,7.2.53,Vezetéstámogató,8,8.37,Hitelesítés kriptográfiai modul esetén,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A kriptográfiai modulok hitelesítése részben megvalósított, egyes modulok megfelelősége nem igazolt, vagy nem a jóváhagyott szabványok szerint történik. Ez gyengítheti a titkosítási és hitelesítési lánc biztonságát.",SRC-008,172,173,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0136,7.2.54,Vezetéstámogató,8,8.38,Azonosítás és hitelesítés (szervezeten kívüli felhasználók),Kiemelt mértékű eltérés,"Dokumentum, Interjú","A szervezet a követelménycsoportot előzetesen kizárta, azonban a 4. sz. mellékletben nem tüntette fel a kizárást, a 4. számú mellékletet a szervezet nem töltötte ki. A vizsgálat ideje alatt olyan evidencia nem került bemutatásra, ami igazolná a megfelelést.",SRC-008,173,173,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0137,7.2.55,Vezetéstámogató,8,8.39,Azonosítás és hitelesítés (szervezeten kívüli felhasználók) –,Kis mértékű eltérés,Dokumentum,"A szervezet részben alkalmaz meghatározott azonosítási profilokat, de azok nem minden rendszerre terjednek ki, vagy a dokumentálás és karbantartás nem egységes. A folyamat működőképes, de a szabályozás további egységesítése javasolt.",SRC-008,173,174,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0138,7.2.56,Vezetéstámogató,8,8.43,Újrahitelesítés,Kis mértékű eltérés,"Dokumentum, Teszt","A rendszer nem kényszeríti ki az újrahitelesítést a meghatározott események bekövetkezésekor, ami növeli a jelszó kockázatát. Nincs dokumentált eljárás arról, hogy a felhasználókat figyelmeztetik-e a szükséges módosításra.",SRC-008,174,174,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0139,7.2.57,Vezetéstámogató,13,13.2,Rendszerbiztonsági terv,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A rendszerbiztonsági terv hiányos, több kulcselem (pl. biztonsági osztály meghatározása, fenyegetéslista, kapcsolati függőségek dokumentálása) nem vagy csak részben szerepel. A terv frissítése és jóváhagyása nem rendszeres, ami gyengíti az EIR biztonsági felügyeletét.",SRC-008,174,177,machine_unvalidated,no,,,A-040,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0140,7.2.58,Vezetéstámogató,13,13.10,Biztonsági követelmények kiválasztása,Megfelelt,Dokumentum,"A szervezet az 1. melléklet 1.1.3. pontjával összhangban szakszerűen kiválasztotta az EIR -re vonatkozó biztonsági követelményeket. A kiválasztás dokumentált, a szervezet biztonsági osztályba sorolását és kockázati környezetét tükrözi, és igazodik a releván s jogszabályi, szabványos és szervezeti előírásokhoz.",SRC-008,177,177,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0141,7.2.59,Vezetéstámogató,13,13.11,Biztonsági követelmények testre szabása,Kiemelt mértékű eltérés,Dokumentum,"A biztonsági követelmények testreszabása részben megvalósított, a szervezet nem minden esetben veszi figyelembe a tényleges működési környezet vagy kockázati tényezők sajátosságait. Ez csökkentheti a védelmi intézkedések hatékonyságát.",SRC-008,177,178,machine_unvalidated,no,,,A-040,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0142,7.2.60,Vezetéstámogató,15,15.9,Sérülékenységek ellenőrzése,Elhanyagolható mértékű eltérés,"Dokumentum, Teszt","A szervezet nem végez rendszeres sérülékenység elemzést, ami növeli a kiberesemények kockázatát. Nincs dokumentált folyamat arról, hogy a sebezhetőségeket hogyan és milyen rendszerességgel javítják..",SRC-008,178,179,machine_unvalidated,no,,,A-033,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0143,7.2.61,Vezetéstámogató,15,15.18,Sérülékenység- menedzsment – Sérülékenységi információk fogadása,Megfelelt,Dokumentum,"A szervezet biztonságos és dedikált kommunikációs csatornát hozott létre a sérülékenységekről szóló jelentések fogadására. A csatorna működését dokumentált folyamat szabályozza, amely meghatározza a bejelentések kezelését, visszaigazolását és az érintett rendszerek bevonását.",SRC-008,179,179,machine_unvalidated,no,,,,,UNMAPPED,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0144,7.2.62,Vezetéstámogató,15,15.20,Kockázatokra adott válasz,Kiemelt mértékű eltérés,Dokumentum,"A kockázatokra adott válaszok csak részben megvalósítottak, a biztonsági értékelések megállapításai gyakran késve vagy hiányosan kerülnek feldolgozásra, ami növeli a fennmaradó kockázatok valószínűségét.",SRC-008,179,180,machine_unvalidated,no,,,A-039,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0145,7.2.63,Vezetéstámogató,16,16.7,Beszerzések,Kiemelt mértékű eltérés,"Dokumentum, Interjú","A beszerzési szerződésekben a biztonsági követelmények csak részlegesen jelennek meg, több elem – pl. a garanciális elvárások, a dokumentumvédelem vagy a felelősségi körök – hiányosan szabályozott. Ez növeli az ellátási lánc kockázatait.",SRC-008,180,182,machine_unvalidated,no,,,A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0146,7.2.64,Vezetéstámogató,16,16.8,Beszerzések – Alkalmazandó védelmi,Kiemelt mértékű eltérés,Dokumentum,"A védelmi intézkedések funkcionális leírását a szervezet nem minden beszerzés esetén követeli meg, a beszállítói biztonsági információk hiányosak, ami akadályozza a kockázatok megfelelő értékelését.",SRC-008,182,182,machine_unvalidated,no,,,A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0147,7.2.65,Vezetéstámogató,16,16.15,Az elektronikus információs rendszerre vonatkozó dokumentáció,Kiemelt mértékű eltérés,"Dokumentum, Teszt","Az EIR dokumentációja részleges, a biztonsági konfigurációra, üzemeltetésre és felhasználásra vonatkozó leírások hiányosak vagy nem elérhetők minden rendszerelemhez. Ez akadályozhatja a biztonságos üzemeltetést és növeli a hibás beállítások kockázatát.",SRC-008,182,185,machine_unvalidated,no,,,A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
F-0148,7.2.66,Vezetéstámogató,16,16.99,Támogatással nem rendelkező rendszerelemek,Kiemelt mértékű eltérés,"Dokumentum, Teszt","A támogatásukat vesztett rendszerelemek lecserélése nem következetes, több elavult komponens továbbra is működik, ami sérülékenységeket és biztonsági kockázatokat eredményezhet. Az alternatív támogatás részleges vagy ad hoc jellegű.",SRC-008,185,185,machine_unvalidated,no,,,A-029;A-041,,DIRECT,Gépi PDF-kivonat; G1 emberi mintavétel és kivételkezelés szükséges.
