control_ref,identifier_status,title_status,applicability_status,requirement_similarity,requirement_comparison_status,amendment_status,official_source_ref,official_pdf_pages,human_review_status,notes
9.38,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,94;95,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.1,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,95,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.2,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,95,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.3,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,95;96,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.4,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,96,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.5,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,96,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.6,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,96,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.7,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,96,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.8,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,96,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.9,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,96,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.10,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,96,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.11,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,96,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.12,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,96,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.13,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,96;97,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.14,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,97,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.15,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,97,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.16,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,97,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.17,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,97,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.18,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,97,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.19,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,97,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.20,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,97,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.21,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,97,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.22,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,97;98,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.23,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,98,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.24,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,98,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
10.25,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,98;99,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.1,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,99,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.2,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,99,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.3,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,99,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.4,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,99,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.5,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,99;100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.6,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.7,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.8,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.9,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.10,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.11,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.12,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.13,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.14,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.15,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.16,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,100;101,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.17,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,101,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
11.18,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,101;102,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.1,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,102,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.2,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,102,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.3,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,102,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.4,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,102,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.5,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,102;103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.6,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.7,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.8,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.9,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.10,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.11,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.12,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.13,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.14,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.15,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.16,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,103;104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.17,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.18,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.19,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.20,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.21,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.22,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.23,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.24,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.25,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.26,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.27,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.28,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,104;105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.29,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.30,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.31,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.32,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.33,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.34,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.35,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.36,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.37,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.38,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.39,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.40,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,105;106,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.41,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,106,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.42,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,106,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.43,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,106,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.44,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,106,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.45,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,106,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.46,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,106,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.47,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,106,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.48,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,106,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
12.49,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,106;107,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.1,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,107;108,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.2,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,108;109,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.3,MATCH,MATCH,MATCH,0.985012,HIGH_SIMILARITY_REVIEW_REQUIRED,UNCHANGED_BY_18_2024,SRC-010,109,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.4,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,109,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.5,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,109,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.6,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,109,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.7,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,109;110,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.8,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,110,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.9,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,110,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.10,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,110,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
13.11,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,110;111,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.1,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,111,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.2,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,111,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.3,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,111,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.4,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,111;112,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.5,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,112,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.6,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,112,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.7,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,112,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.8,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,112,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
